title,overview,genre_ids,genre_names
Blue Mountain State: The Rise of Thadland,"With Blue Mountain State football star Thad Castle recently signing a multi-million dollar NFL contract, his teammates and college life seem like a distant memory. However, when a new school dean threatens to clean up the BMS image by auctioning off the infamous Goat House, Alex, Sammy and the boys must find a way to convince him to get involved. Despite his new fortune and fame, there is one small favor that Thad needs done before he saves the day: the biggest booze-and-sloot fest in BMS history. Welcome to Thadland!",35,Comedy
Across the River and into the Trees,"In post WW2 Venice Italy, American Army Col. Richard Cantwell, haunted by the war, faces news of his illness with stoic disregard. Determined to spend a weekend in quiet solitude, he commandeers a military driver to visit his old haunts in Venice. As Cantwell's plans begin to unravel, a chance encounter with a remarkable young woman begins to rekindle hope. Based  on the harrowing novel by Ernest Hemingway.",18,Drama
Lethal Weapon 2,Riggs and Murtaugh are on the trail of South African diplomats using their immunity to engage in criminal activities.,"28,12,35,80,53","Action,Adventure,Comedy,Crime,Thriller"
The Empire Strikes Back,"The epic saga continues as Luke Skywalker, in hopes of defeating the evil Galactic Empire, learns the ways of the Jedi from aging master Yoda. But Darth Vader is more determined than ever to capture Luke. Meanwhile, rebel leader Princess Leia, cocky Han Solo, Chewbacca, and droids C-3PO and R2-D2 are thrown into various stages of capture, betrayal and despair.","12,28,878","Adventure,Action,Science Fiction"
Star Wars: The Last Jedi,"Rey develops her newly discovered abilities with the guidance of Luke Skywalker, who is unsettled by the strength of her powers. Meanwhile, the Resistance prepares to do battle with the First Order.","12,28,878","Adventure,Action,Science Fiction"
Militares da Democracia: Os Militares que disseram não,,"99,80","Documentary,Crime"
Linkin Park: Live at Optimus Alive!07,"Setlist: One Step Closer  Lying From You  Somewhere I Belong  No More Sorrow  Papercut  Points of Authority  Given Up  Don't Stay  From the Inside  Leave Out All the Rest  Numb  Pushing Me Away (Piano Version) Breaking the Habit  In the End  Crawling  What I've Done  Encore: The Little Things Give You Away  Bleed It Out  Faint",10402,Music
Black Panther,"King T'Challa returns home to the reclusive, technologically advanced African nation of Wakanda to serve as his country's new leader. However, T'Challa soon finds that he is challenged for the throne by factions within his own country as well as without. Using powers reserved to Wakandan kings, T'Challa assumes the Black Panther mantle to join with ex-girlfriend Nakia, the queen-mother, his princess-kid sister, members of the Dora Milaje (the Wakandan 'special forces') and an American secret agent, to prevent Wakanda from being dragged into a world war.","28,12,878","Action,Adventure,Science Fiction"
The Other Guys,"Unlike their heroic counterparts on the force, desk-bound NYPD detectives Gamble and Hoitz garner no headlines as they work day to day. When a seemingly minor case turns out to be a big deal, the two cops get the opportunity to finally prove to their comrades that they have the right stuff.","35,28","Comedy,Action"
Aus des Rheinlands Schicksalstagen,,36,History
Military Academy,The movie deals with a guy who gets to join the German Bundeswehr involuntarily because a colleague loses his denial papers in order to get the chance to get down on his girlfriend. When entering the Bundeswehr he acts like a giant idiot and of course gets in one room with some of the biggest losers around. The loser turns out to be a hero and leads his loser-colleagues to win a contest with the local US army squad.,35,Comedy
Constantine,"John Constantine has literally been to Hell and back. When he teams up with a policewoman to solve the mysterious suicide of her twin sister, their investigation takes them through the world of demons and angels that exists beneath the landscape of contemporary Los Angeles.","14,28,27","Fantasy,Action,Horror"
Кто приходит в зимний вечер,,,
After Everything,"When Elliot, a brash 23-year-old living carefree in New York City, meets the sensible Mia and receives a damning diagnosis all in the same week, his world is turned completely upside down. But as their love blossoms amidst the chaos of his treatment, they discover that Elliot's illness is not the real test of their relationship – it's everything else.","35,18,10749","Comedy,Drama,Romance"
Taken 3,"Ex-government operative Bryan Mills finds his life is shattered when he's falsely accused of a murder that hits close to home. As he's pursued by a savvy police inspector, Mills employs his particular set of skills to track the real killer and exact his unique brand of justice.","53,28","Thriller,Action"
South Park the Streaming Wars Part 2,A drought has brought the town of South Park to the brink of disaster.,"16,35,10770","Animation,Comedy,TV Movie"
Star Wars: Episode II - Attack of the Clones,"Following an assassination attempt on Senator Padmé Amidala, Jedi Knights Anakin Skywalker and Obi-Wan Kenobi investigate a mysterious plot that could change the galaxy forever.","12,28,878","Adventure,Action,Science Fiction"
Smích se lepí na paty,"Sixty-year-old Joska Platejz, a peculiar jack of all trades, lives in a cottage in the Giant Mountains. He cooks wonderfully for a group of woodcutters. He has brought a mountain stream to his cottage and set up a set of tanks (one of which he keeps trout in). He also has a wind turbine, a wood-burning cable car, air-conditioning in the cottage and a mannequin of a man called Albert, who scares away unknown visitors. Joska is a man who claims that it is best to be alone, yet he constantly tries not to be alone. He is friends with a gamekeeper, a teacher, he tries to get his children to visit him regularly and therefore easily succumbs to a middle-aged lady. She doesn't take long to persuade him and soon comes to his cottage. A great love seems to be born...","35,18","Comedy,Drama"
"Buffalo Bill and the Indians, or Sitting Bull's History Lesson","Buffalo Bill plans to put on his own Wild West sideshow, and Chief Sitting Bull has agreed to appear in it. However, Sitting Bull has his own hidden agenda, involving the President and General Custer.","37,35","Western,Comedy"
Matrimonial Agency,"Noël is a bachelor who inherits a matrimonial agency.  After contemplating selling it, he chooses to manage it.",35,Comedy
Interview with the Vampire,"A vampire relates his epic life story of love, betrayal, loneliness, and dark hunger to an over-curious reporter.","27,18,14","Horror,Drama,Fantasy"
Until Dawn,"One year after her sister Melanie mysteriously disappeared, Clover and her friends head into the remote valley where she vanished in search of answers. Exploring an abandoned visitor center, they find themselves stalked by a masked killer and horrifically murdered one by one...only to wake up and find themselves back at the beginning of the same evening.","27,9648","Horror,Mystery"
"It's Getting Weirder! The Making of ""House II""","Retrospective documentary featuring interviews with Ethan Wiley, Sean S. Cunningham, Arye Gross and Jonathan Stark, among others.",99,Documentary
The Senior,"At 59, Mike Flynt may be too old to be on a college football field, but not too old to feel the weight of unfinished business. After nearly four decades, he returns to his alma mater to take the hit that changed everything. Bruised, doubted, and nearly broken, he pushes for one more game, not for glory, but for the teammates he lost, the family he fractured, and the ending he still believes is possible.",18,Drama
